Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/13030/m5qg6gd5,ark:/21198/z14f798k,,Work,135.0,0135.02.0004|~|135269|~|87986_ca_object_representations_media_105343_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,رسم سريع من رسومات عدنان الزبيدي,A Sketch by ʿadnan Zubaydy,A colour photograph shows a sketch by artist ʿadnan Zubaydy.|~|صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/1001_ca_object_representations_media_105343_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/87986_ca_object_representations_media_105343_original.jpg,https://palarchive.org/index.php/Detail/objects/135269/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:28,9 March 2021 at 11:22:36,A colour photograph shows a sketch by artist ʿadnan Zubaydy.,صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,paintings,,,
ark:/13030/m5kq5qqw,ark:/21198/z14f798k,,Work,135.0,0135.02.0005|~|135270|~|12137_ca_object_representations_media_105344_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,رسم سريع من رسومات عدنان الزبيدي,A Sketch by ʿadnan Zubaydy,A colour photograph shows a sketch by artist ʿadnan Zubaydy.|~|صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/31855_ca_object_representations_media_105344_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/12137_ca_object_representations_media_105344_original.jpg,https://palarchive.org/index.php/Detail/objects/135270/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:29,9 March 2021 at 11:22:36,A colour photograph shows a sketch by artist ʿadnan Zubaydy.,صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,paintings,,,
ark:/13030/m5t805z6,ark:/21198/z14f798k,,Work,135.0,0135.02.0006|~|135271|~|11403_ca_object_representations_media_105345_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,رسم سريع من رسومات عدنان الزبيدي,A Sketch by ʿadnan Zubaydy,A colour photograph shows a sketch by artist ʿadnan Zubaydy.|~|صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/62396_ca_object_representations_media_105345_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/11403_ca_object_representations_media_105345_original.jpg,https://palarchive.org/index.php/Detail/objects/135271/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:29,9 March 2021 at 11:22:36,A colour photograph shows a sketch by artist ʿadnan Zubaydy.,صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,paintings,,,
ark:/13030/m5b64773,ark:/21198/z14f798k,,Work,135.0,0135.02.0007|~|135272|~|71177_ca_object_representations_media_105346_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,جنود من جيش الاحتلال الاسرائيلي بالقرب من دير مار سابا في بيت ساحور,"Israeli Soldiers by Mar Saba, Beit Sahour","Taken in 2002 during the Siege of the Church of the Nativity, this colour photograph shows Israeli soldiers by Mar Saba Monastery in Beit Sahour, Bethlehem.|~|صورة غير ملونة يظهر فيها جنود من جيش الاحتلال الاسرائيلي بالقرب من دير مار سابا في بيت ساحور. يُرجح أنًّ الصورة التُقطت خلال حصار كنيسة المهد عام 2002.","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",black-and-white photographs,,still image,2002; Date created,2002,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/45241_ca_object_representations_media_105346_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/71177_ca_object_representations_media_105346_original.jpg,https://palarchive.org/index.php/Detail/objects/135272/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:29,9 March 2021 at 11:22:36,"Taken in 2002 during the Siege of the Church of the Nativity, this colour photograph shows Israeli soldiers by Mar Saba Monastery in Beit Sahour, Bethlehem.",صورة غير ملونة يظهر فيها جنود من جيش الاحتلال الاسرائيلي بالقرب من دير مار سابا في بيت ساحور. يُرجح أنًّ الصورة التُقطت خلال حصار كنيسة المهد عام 2002.,black-and-white photographs,,,
ark:/13030/m52p2qsn,ark:/21198/z14f798k,,Work,135.0,0135.02.0009|~|135274|~|95478_ca_object_representations_media_105350_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,رسم سريع من رسومات عدنان الزبيدي,A Sketch by ʿadnan Zubaydy,A colour photograph shows a sketch by artist ʿadnan Zubaydy.|~|صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/73176_ca_object_representations_media_105350_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/95478_ca_object_representations_media_105350_original.jpg,https://palarchive.org/index.php/Detail/objects/135274/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:29,9 March 2021 at 11:22:36,A colour photograph shows a sketch by artist ʿadnan Zubaydy.,صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,paintings,,,
ark:/13030/m5z10xn3,ark:/21198/z14f798k,,Work,135.0,0135.02.0010|~|135275|~|73660_ca_object_representations_media_105351_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,لوحة للفنان عدنان الزبيدي,A Painting by ʿadnan Zubaydy,A colour photograph shows a painting by artist ʿadnan Zubaydy.|~|صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,17 December 1994,1994-12-17,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/88552_ca_object_representations_media_105351_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/73660_ca_object_representations_media_105351_original.jpg,https://palarchive.org/index.php/Detail/objects/135275/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:29,9 March 2021 at 11:22:36,A colour photograph shows a painting by artist ʿadnan Zubaydy.,صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,paintings,,,
ark:/13030/m5jq8phm,ark:/21198/z14f798k,,Work,135.0,0135.02.0011|~|135276|~|6740_ca_object_representations_media_105352_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,لوحة للفنان عدنان الزبيدي,A Painting by ʿadnan Zubaydy,A colour photograph shows a painting by artist ʿadnan Zubaydy.|~|صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,21 September 1979; Date created,1979-09-21,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/43850_ca_object_representations_media_105352_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/6740_ca_object_representations_media_105352_original.jpg,https://palarchive.org/index.php/Detail/objects/135276/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:29,9 March 2021 at 11:22:36,A colour photograph shows a painting by artist ʿadnan Zubaydy.,صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,paintings,,,
ark:/13030/m596761t,ark:/21198/z14f798k,,Work,135.0,0135.02.0012|~|135277|~|73274_ca_object_representations_media_105353_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,لوحة للفنان عدنان الزبيدي,A Painting by ʿadnan Zubaydy,A colour photograph shows a painting by artist ʿadnan Zubaydy.|~|صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/5247_ca_object_representations_media_105353_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/73274_ca_object_representations_media_105353_original.jpg,https://palarchive.org/index.php/Detail/objects/135277/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:29,9 March 2021 at 11:22:36,A colour photograph shows a painting by artist ʿadnan Zubaydy.,صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,paintings,,,
ark:/13030/m5dz7xsw,ark:/21198/z14f798k,,Work,135.0,0135.02.0013|~|135278|~|35463_ca_object_representations_media_105354_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,لوحة للفنان عدنان الزبيدي,A Painting by ʿadnan Zubaydy,A colour photograph shows a painting by artist ʿadnan Zubaydy.|~|صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,7 July 1976; Date created,1976-07-07,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/28289_ca_object_representations_media_105354_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/35463_ca_object_representations_media_105354_original.jpg,https://palarchive.org/index.php/Detail/objects/135278/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:29,9 March 2021 at 11:22:36,A colour photograph shows a painting by artist ʿadnan Zubaydy.,صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,paintings,,,
ark:/13030/m5pg9f6w,ark:/21198/z14f798k,,Work,135.0,0135.02.0014|~|135279|~|51580_ca_object_representations_media_105355_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,لوحة للفنان عدنان الزبيدي,A Painting by ʿadnan Zubaydy,A colour photograph shows a painting by artist ʿadnan Zubaydy.|~|صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,21 October 1977; Date created,1977-10-21,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/40837_ca_object_representations_media_105355_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/51580_ca_object_representations_media_105355_original.jpg,https://palarchive.org/index.php/Detail/objects/135279/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:29,9 March 2021 at 11:22:36,A colour photograph shows a painting by artist ʿadnan Zubaydy.,صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,paintings,,,
ark:/13030/m5s834wq,ark:/21198/z14f798k,,Work,135.0,0135.02.0015|~|135280|~|95299_ca_object_representations_media_105356_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,لوحة للفنان عدنان الزبيدي,A Painting by ʿadnan Zubaydy,A colour photograph shows a painting by artist ʿadnan Zubaydy.|~|صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/63320_ca_object_representations_media_105356_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/95299_ca_object_representations_media_105356_original.jpg,https://palarchive.org/index.php/Detail/objects/135280/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:29,9 March 2021 at 11:22:36,A colour photograph shows a painting by artist ʿadnan Zubaydy.,صورة غير ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,paintings,,,
ark:/13030/m51s4d1j,ark:/21198/z14f798k,,Work,135.0,0135.02.0016|~|217881|~|14086_ca_object_representations_media_181852_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,مُسوَدّة اتفاق بين رابطة التشكيليين الفلسطينيين واتحاد فناني الاتحاد السُّوفِياتِي، تشرين الأول 1989,"A Draft Agreement on Cooperation Between USSR Artists Association and the League of Palestinian Artists, October 1989","Printed in English, this document shows a draft agreement on cooperation between the USSR Artists Association and the League of Palestinian Artists. Issued on 22 November 1989, the said draft is held to exchange creative art in the form of exhibitions, films, books, and journals, the exchange of vistsits, conducting conventions, workshops, and extended scholarships.|~|وثيقة مطبوعة باللغة الانجليزية صادرة عن رابطة التشكيليين الفلسطينيين بتاريخ 22 تشرين الثاني 1989، وتتضمن مسودة اتفاق تعاون بين رابطة التشكيليين الفلسطينيين واتحاد فناني الاتحاد السوفيتي لتبادل الأعمال الفنية، وتبادل الزيارات، عقد الورشات وتوفير المنح الدراسية.","The Palestinian Museum Digital Archive, 217881. October 22, 1989.; Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",,eng,text,22 October 1989; Date created,1989-10-22,,,Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/8/1/8/13594_ca_object_representations_media_181852_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/8/1/8/14086_ca_object_representations_media_181852_original.jpg,https://palarchive.org/index.php/Detail/objects/217881/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,,No,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,8 June 2020 at 9:54:45,21 November 2020 at 10:21:02,"Printed in English, this document shows a draft agreement on cooperation between the USSR Artists Association and the League of Palestinian Artists. Issued on 22 November 1989, the said draft is held to exchange creative art in the form of exhibitions, films, books, and journals, the exchange of vistsits, conducting conventions, workshops, and extended scholarships.",وثيقة مطبوعة باللغة الانجليزية صادرة عن رابطة التشكيليين الفلسطينيين بتاريخ 22 تشرين الثاني 1989، وتتضمن مسودة اتفاق تعاون بين رابطة التشكيليين الفلسطينيين واتحاد فناني الاتحاد السوفيتي لتبادل الأعمال الفنية، وتبادل الزيارات، عقد الورشات وتوفير المنح الدراسية.,,,,
ark:/13030/m5w16vf7,ark:/21198/z14f798k,,Work,135.0,0135.02.0017|~|217882|~|23885_ca_object_representations_media_181853_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,"""معرض صور الانتفاضة والكتاب التقدمي في القدس""،قصاصة من جريدة النهار، حزيران 1989","""The Intifada Photographs Gallary and the Progressive Book Fair"", a Newspaper Clipping, an-Nahar Newspaper, June 1989","Issued on 28 June 1989, this document shows a clipping from an-Nahar Newspaper featuring a piece entitled ""The Intifada Photographs Gallary and the Progressive Book Fair"". Held by the League of Palestinian Artists, the Fair was held at el-Hakawati Theatre. |~|قصاصة من جريدة النهار تتضمن صورة وخبر عن معرض صور الانتفاضة والكتاب التقدمي في قاعة الحكواتي في مدينة القدس بتاريخ 28 حزيران 1989، يُذكر في الخبر ان اتحاد الفنانيين التشكيليين نظم المعرض وأشرف عليه.","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",,ara,text,28 June 1989; Date created,1989-06-28,,"[31.768319,35.21371]",Culture and Arts|~|Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/8/1/8/69827_ca_object_representations_media_181853_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/8/1/8/23885_ca_object_representations_media_181853_original.jpg,https://palarchive.org/index.php/Detail/objects/217882/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,8 June 2020 at 9:54:45,21 November 2020 at 10:21:02,"Issued on 28 June 1989, this document shows a clipping from an-Nahar Newspaper featuring a piece entitled ""The Intifada Photographs Gallary and the Progressive Book Fair"". Held by the League of Palestinian Artists, the Fair was held at el-Hakawati Theatre.",قصاصة من جريدة النهار تتضمن صورة وخبر عن معرض صور الانتفاضة والكتاب التقدمي في قاعة الحكواتي في مدينة القدس بتاريخ 28 حزيران 1989، يُذكر في الخبر ان اتحاد الفنانيين التشكيليين نظم المعرض وأشرف عليه.,,,,
ark:/13030/m55f6fc0,ark:/21198/z14f798k,,Work,135.0,0135.02.0018|~|217883|~|36139_ca_object_representations_media_181854_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,"""معرض فنّي خيّري يضم أفضل الفنون التقليدية والتشكيليّة""، مقال بقلم ليزلي أبو خاطر وباهر شهاب، جريدة الفجر، تشرين الثاني 1985","""Charity Art Show Joins Best of Traditional and Fine Arts"", an Article by Lesley Abu Khater and Baher Eshhab, al-Fajr Newspaper, November 1985","Published in al-Fajr Newspaper on November 1 1985, this article titled, ""Charity Art Show Joins Best of Traditional and Fine Arts"", by Lesley Abu Khater and Baher Eshhab covers an art show comprised of Palestinian paintings, ceramics, sculpture, photography, calligraphy, Beduin art, and embroidered handwork. Held at the National Palace Hotel, October 25-27, the exhibition featured several Palestinian women's charities and artists, including, Iṣam Badr, Nabil Anany, Sulayman Manṣur, Talib Dwaik, and Vira Tamary.|~|مقال بعنوان ""معرض فني خيري يضم أفضل الفنون التقليديَّة والتشكيليَّة"" بقلم ليزلي أبو خاطر وباهر شهاب، نُشر في الأول من تشرين الثاني عام 1985 في جريدة الفجر المقدسية الأسبوعيَّة. ضمَّ المعرض، الذي أُقيم في فندق الناشونال بالاس من 25 إلى 27 تشرين الأول، رسومًا، وأعمالًا فنيَّة بالسيراميك، والمنحوتات، والصور الفوتوغرافيَّة، والمشغولات الفنيَّة البدويَّة، والخط العربي، والمطرزات بمشاركة عددٍ من الجمعيات الخيريَّة النسويَّة الفلسطينيَّة والفنانين الفلسطينيين، منهم: سليمان منصور، وطالب دويك، وفيرا تماري، وعصام بدر، ونبيل عناني.","The Palestinian Museum. 217883. November 1, 1985.; Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",,eng,text,1 November 1985; Date created,1985-11-01,,"[31.768319,35.21371]",Culture and Arts|~|Culture and Arts|~|Social History|~|Diaspora and Emigration|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/8/1/8/62608_ca_object_representations_media_181854_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/8/1/8/36139_ca_object_representations_media_181854_original.jpg,https://palarchive.org/index.php/Detail/objects/217883/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,,No,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,8 June 2020 at 9:54:46,21 November 2020 at 10:21:02,"Published in al-Fajr Newspaper on November 1 1985, this article titled, ""Charity Art Show Joins Best of Traditional and Fine Arts"", by Lesley Abu Khater and Baher Eshhab covers an art show comprised of Palestinian paintings, ceramics, sculpture, photography, calligraphy, Beduin art, and embroidered handwork. Held at the National Palace Hotel, October 25-27, the exhibition featured several Palestinian women's charities and artists, including, Iṣam Badr, Nabil Anany, Sulayman Manṣur, Talib Dwaik, and Vira Tamary.","مقال بعنوان ""معرض فني خيري يضم أفضل الفنون التقليديَّة والتشكيليَّة"" بقلم ليزلي أبو خاطر وباهر شهاب، نُشر في الأول من تشرين الثاني عام 1985 في جريدة الفجر المقدسية الأسبوعيَّة. ضمَّ المعرض، الذي أُقيم في فندق الناشونال بالاس من 25 إلى 27 تشرين الأول، رسومًا، وأعمالًا فنيَّة بالسيراميك، والمنحوتات، والصور الفوتوغرافيَّة، والمشغولات الفنيَّة البدويَّة، والخط العربي، والمطرزات بمشاركة عددٍ من الجمعيات الخيريَّة النسويَّة الفلسطينيَّة والفنانين الفلسطينيين، منهم: سليمان منصور، وطالب دويك، وفيرا تماري، وعصام بدر، ونبيل عناني.",,,,
ark:/13030/m5x13wkm,ark:/21198/z14f798k,,Work,135.0,0135.02.0019|~|217884|~|56749_ca_object_representations_media_181855_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,"""دعوة لمعرض البيئة الفلسطينية""، صادرة عن رابطة التشكيليين الفلسطينيين، 1986","Invitation from the League of Palestinian Artists to the Palestinian Environment Show, 1986","Issued in Arabic, this document shows a newspaper clipping featuring an invitation from the League of Palestinian Artists to the Palestinian Environment Show at el-Hakawati Theatre. Held on 2 February 1986, the Show featured Palestinian artists, namely, ʿiṣam Badr, Sulayman Manṣur, Nabil Anany, Kamel al-Mughny, Talib Dwaik, Taysir Sharaf, Taysir Barakat, Ahmad abu al-Kas, Zidan an-Nʿizy, Yusef ad-Dwaik, Jalal Ḍbait, Muhammad abu Sitteh, Ahlam Hjazy, Ṣaqr al-Qatil, Ṣalah al-Atrash, Samah Nasibeh, Awad abu Rummaneh, and Nidal al-Mughny.|~|قصاصة من جريدة مطبوعة باللغة العربية تتضمن دعوة صادرة عن رابطة التشكيليين الفلسطينيين لحضور معرض البيئة الفلسطينية في قاعة الحكواتي في القدس بتاريخ 2 شباط 1986، شارك في المعرض: عصام بدر، سليمان منصور، نبيل عناني، كامل المغني، طالب الدويك تيسير شرف، تيسير بركات، أحمد أبو الكاس، زيدان النعيزي، يوسف الدويك، جلال ضبيط، محمد أبو ستة، أحلام حجازي، صقر القتيل، صلاح الأطرش، سماح نسيبة، عوض أب عرمانة، نضال المغني.","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",,ara,text,1986; Date created,1986,,"[31.768319,35.21371]",Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/8/1/8/30543_ca_object_representations_media_181855_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/8/1/8/56749_ca_object_representations_media_181855_original.jpg,https://palarchive.org/index.php/Detail/objects/217884/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,8 June 2020 at 9:54:46,21 November 2020 at 10:21:02,"Issued in Arabic, this document shows a newspaper clipping featuring an invitation from the League of Palestinian Artists to the Palestinian Environment Show at el-Hakawati Theatre. Held on 2 February 1986, the Show featured Palestinian artists, namely, ʿiṣam Badr, Sulayman Manṣur, Nabil Anany, Kamel al-Mughny, Talib Dwaik, Taysir Sharaf, Taysir Barakat, Ahmad abu al-Kas, Zidan an-Nʿizy, Yusef ad-Dwaik, Jalal Ḍbait, Muhammad abu Sitteh, Ahlam Hjazy, Ṣaqr al-Qatil, Ṣalah al-Atrash, Samah Nasibeh, Awad abu Rummaneh, and Nidal al-Mughny.",قصاصة من جريدة مطبوعة باللغة العربية تتضمن دعوة صادرة عن رابطة التشكيليين الفلسطينيين لحضور معرض البيئة الفلسطينية في قاعة الحكواتي في القدس بتاريخ 2 شباط 1986، شارك في المعرض: عصام بدر، سليمان منصور، نبيل عناني، كامل المغني، طالب الدويك تيسير شرف، تيسير بركات، أحمد أبو الكاس، زيدان النعيزي، يوسف الدويك، جلال ضبيط، محمد أبو ستة، أحلام حجازي، صقر القتيل، صلاح الأطرش، سماح نسيبة، عوض أب عرمانة، نضال المغني.,,,,
