Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,AltTitle.other,Title,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription-NO,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title,Program,IIIF Manifest URL
ark:/13030/m5jq8rwc,ark:/21198/z1z667mw,,Work,241.0,0241.01.0020,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,عائلة موسى محمد عليان,A Photograph of Musa Muhammad ʿLayan's Family,"A black-and-white photograph of Musa Muhammad ʿLayan with his wife Umm Shukry and Musa Muhammad ʿLayan's father and children, 1973-74.|~|صورة ملونة، يظهر فيها علي موسى عليان وزجته ام شكري ووالد موسى محمد عليان والاطفال عام 1973-1974",,color photographs,,still image,1973 to 1974; Date created,1973/1974,,,,,image/jpeg,1700.0,2578.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/13427_ca_object_representations_media_150728_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/28689_ca_object_representations_media_150728_original.jpg,https://palarchive.org/index.php/Detail/objects/183265/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:57,6 September 2022 at 12:15:37,"A black-and-white photograph of Musa Muhammad ʿLayan with his wife Umm Shukry and Musa Muhammad ʿLayan's father and children, 1973-74.",صورة ملونة، يظهر فيها علي موسى عليان وزجته ام شكري ووالد موسى محمد عليان والاطفال عام 1973-1974,color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5jq8rwc/manifest
ark:/13030/m51p5s1f,ark:/21198/z1z667mw,,Work,241.0,0241.01.0021,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,عائلة علي موسى عليان,A Photograph of Ali Musa ʿLayan's Family,"A black-and-white photograph of Ali Musa ʿLayan with his wife Umm Shukry and their children in Beit Safafa, the late 1960s.|~|.صور غير ملونة، يظهر فيها علي موسى عليان وزوجته ام شكري واطفالهم في قرية بيت صفافا بأواخر الستينات",,black-and-white photographs,,still image,1969; Date created,1969,,,,,image/jpeg,5205.0,3555.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/55506_ca_object_representations_media_150729_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/57339_ca_object_representations_media_150729_original.jpg,https://palarchive.org/index.php/Detail/objects/183266/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:57,6 September 2022 at 12:15:37,"A black-and-white photograph of Ali Musa ʿLayan with his wife Umm Shukry and their children in Beit Safafa, the late 1960s.",.صور غير ملونة، يظهر فيها علي موسى عليان وزوجته ام شكري واطفالهم في قرية بيت صفافا بأواخر الستينات,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm51p5s1f/manifest
ark:/13030/m5pg9hj6,ark:/21198/z1z667mw,,Work,241.0,0241.01.0022,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,عائلة علي موسى عليان,A Photograph of Ali Musa ʿLayan's Family,"A black-and-white photograph of Ali Musa ʿLayan with his wife Umm Shukry and their children, 1958.|~|صورة غير ملونة، يظهر فيها علي موسى عليان وزجته ام شكري واطفالهم عام 1958",,black-and-white photographs,,still image,1958; Date created,1958,,,,,image/jpeg,3312.0,4249.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/11441_ca_object_representations_media_150730_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/22759_ca_object_representations_media_150730_original.jpg,https://palarchive.org/index.php/Detail/objects/183267/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:57,6 September 2022 at 12:15:37,"A black-and-white photograph of Ali Musa ʿLayan with his wife Umm Shukry and their children, 1958.",صورة غير ملونة، يظهر فيها علي موسى عليان وزجته ام شكري واطفالهم عام 1958,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5pg9hj6/manifest
ark:/13030/m59678dk,ark:/21198/z1z667mw,,Work,241.0,0241.01.0023,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,"""صورة شخصية ""لموسى عليان",A Portrait of Musa ʿLayan,"A black-and-white photograph of Ali Musa ʿLayan's father Musa ʿLayan during pilgrimage, 1979.|~|صورة غير ملونة، يظهر فيها موسى عليان والد علي موسى عليان اثناء الذهاب الى الحج عام 1979",,black-and-white photographs,,still image,1979,1979,,,,,image/jpeg,2795.0,2015.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/63416_ca_object_representations_media_150731_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/83795_ca_object_representations_media_150731_original.jpg,https://palarchive.org/index.php/Detail/objects/183268/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:57,6 September 2022 at 12:15:37,"A black-and-white photograph of Ali Musa ʿLayan's father Musa ʿLayan during pilgrimage, 1979.",صورة غير ملونة، يظهر فيها موسى عليان والد علي موسى عليان اثناء الذهاب الى الحج عام 1979,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm59678dk/manifest
ark:/13030/m55f6hq9,ark:/21198/z1z667mw,,Work,241.0,0241.01.0024,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,صورة من احتفال بزفاف محمد موسى اسماعيل,A Photograph of Muhammad Musa ʿLayan's Wedding,A black-and-white photograph of Muhammad Musa ʿLayan's wedding on 23 April 1956.|~|صورة غير ملونة من احتفال بزفاف محمد موسى اسماعيل بحضور لسني بطنة بتاريخ 23 نيسان 1956,,black-and-white photographs,,still image,23 April 1956; Date created,1956-04-23,,,,,image/jpeg,3111.0,4266.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/65711_ca_object_representations_media_150732_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/28744_ca_object_representations_media_150732_original.jpg,https://palarchive.org/index.php/Detail/objects/183269/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:57,6 September 2022 at 12:15:37,A black-and-white photograph of Muhammad Musa ʿLayan's wedding on 23 April 1956.,صورة غير ملونة من احتفال بزفاف محمد موسى اسماعيل بحضور لسني بطنة بتاريخ 23 نيسان 1956,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm55f6hq9/manifest
ark:/13030/m5d0101x,ark:/21198/z1z667mw,,Work,241.0,0241.01.0025,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,[BLANK],[BLANK],,,,,still image,,,,,,,image/jpeg,3700.0,5113.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/88396_ca_object_representations_media_150734_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/80698_ca_object_representations_media_150734_original.jpg,https://palarchive.org/index.php/Detail/objects/183270/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:57,6 September 2022 at 12:15:37,,,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5d0101x/manifest
ark:/13030/m5nh2gj5,ark:/21198/z1z667mw,,Work,241.0,0241.01.0026,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,زوجة علي موسى عليان وإبنها شكري,A Photograph of Ali Musa ʿLayan's Wife Najeyyeh ʿLayan and Her Son Shukry,"A black-and-white photograph of Ali Musa ʿLayan's wife Najeyyeh ʿLayan and her son Shukry, 30 April 1957.|~|صورة غير ملونة، تظهر فيها ام شكري زوجة علي موسى عليان وابنها شكري بتاريخ 30 نيسان 1957",,black-and-white photographs,,still image,30 April 1957; Date created,1957-04-30,,,,,image/jpeg,4303.0,2966.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/11156_ca_object_representations_media_150735_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/83414_ca_object_representations_media_150735_original.jpg,https://palarchive.org/index.php/Detail/objects/183271/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:57,6 September 2022 at 12:15:37,"A black-and-white photograph of Ali Musa ʿLayan's wife Najeyyeh ʿLayan and her son Shukry, 30 April 1957.",صورة غير ملونة، تظهر فيها ام شكري زوجة علي موسى عليان وابنها شكري بتاريخ 30 نيسان 1957,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5nh2gj5/manifest
ark:/13030/m5x13zwg,ark:/21198/z1z667mw,,Work,241.0,0241.01.0027,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,موسى علي موسى عليان,A Photograph of Musa Ali Musa ʿLayan,"A black-and-white photograph of Musa Ali Musa ʿLayan, 1960.|~|صورة غير ملونة، يظهر فيها موسى علي موسى عليان عام 1960",,black-and-white photographs,,still image,1960; Date created,1960,,,,,image/jpeg,4312.0,3375.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/50917_ca_object_representations_media_150737_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/2909_ca_object_representations_media_150737_original.jpg,https://palarchive.org/index.php/Detail/objects/183272/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:57,6 September 2022 at 12:15:37,"A black-and-white photograph of Musa Ali Musa ʿLayan, 1960.",صورة غير ملونة، يظهر فيها موسى علي موسى عليان عام 1960,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5x13zwg/manifest
ark:/13030/m5w16xsj,ark:/21198/z1z667mw,,Work,241.0,0241.01.0028,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,عائلة عليان,A Photograph of ʿLayan Family,"A black-and-white photograph of men from ʿLayan Family in Beit Safafa, the 1950s.|~|.صورة غير ملونة، يظهر فيها مجموعة رجال من عائلة عليان في قرية بيت صفافا بالخمسينات",,black-and-white photographs,,still image,1950; Date created,1950,,,,,image/jpeg,3275.0,4243.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/34037_ca_object_representations_media_150739_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/58440_ca_object_representations_media_150739_original.jpg,https://palarchive.org/index.php/Detail/objects/183273/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:57,6 September 2022 at 12:15:37,"A black-and-white photograph of men from ʿLayan Family in Beit Safafa, the 1950s.",.صورة غير ملونة، يظهر فيها مجموعة رجال من عائلة عليان في قرية بيت صفافا بالخمسينات,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5w16xsj/manifest
ark:/13030/m5hr1qs0,ark:/21198/z1z667mw,,Work,241.0,0241.01.0029,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,عائلة علي موسى عليان,A Photograph of Ali Musa ʿLayan's Family,"A black-and-white photograph of Ali Musa ʿLayan's with his wife Najeyyeh ʿLayan and their son Shukry, 1957.|~|صورة غير ملونة، يظهر فيها علي موسى عليان وزجته نجية عليان وابنهما شكري عام 1957",,black-and-white photographs,,still image,1957; Date created,1957,,,,,image/jpeg,3546.0,3978.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/57109_ca_object_representations_media_150740_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/66211_ca_object_representations_media_150740_original.jpg,https://palarchive.org/index.php/Detail/objects/183274/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:57,6 September 2022 at 12:15:37,"A black-and-white photograph of Ali Musa ʿLayan's with his wife Najeyyeh ʿLayan and their son Shukry, 1957.",صورة غير ملونة، يظهر فيها علي موسى عليان وزجته نجية عليان وابنهما شكري عام 1957,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5hr1qs0/manifest
ark:/13030/m587078r,ark:/21198/z1z667mw,,Work,241.0,0241.01.0030,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,ابناء علي موسى عليان وزملائهم,A Photograph of Ali Musa ʿLayan's Sons with Their Colleagues,A black-and-white photograph of Ali Musa ʿLayan's sons on a school trip to Umm al-Marshush with their colleagues.|~|(صورة غير ملونة، يظهر فيها ابناء علي موسى عليان وزملائهم اثناء رحلة مدرسية الى إيلات (ام المرشوش,,black-and-white photographs,,still image,,,,,,,image/jpeg,5249.0,3639.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/40145_ca_object_representations_media_150741_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/37069_ca_object_representations_media_150741_original.jpg,https://palarchive.org/index.php/Detail/objects/183275/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:58,6 September 2022 at 12:15:37,A black-and-white photograph of Ali Musa ʿLayan's sons on a school trip to Umm al-Marshush with their colleagues.,(صورة غير ملونة، يظهر فيها ابناء علي موسى عليان وزملائهم اثناء رحلة مدرسية الى إيلات (ام المرشوش,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm587078r/manifest
ark:/13030/m5v19wpm,ark:/21198/z1z667mw,,Work,241.0,0241.01.0031,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,عائلة علي موسى عليان,A Photograph of Ali Musa ʿLayan's Family,"A black-and-white photograph of Ali Musa ʿLayan's family, right to left, Khalil Musa ʿLayan, Umneyah ʿLayan, Musa Muhammad, Muhammad Musa, and Ibrahim Muhammad Ibrahim, at Saʿid ʿLayan's wedding, 1952.|~|صورة غير ملونة، يظهر فيها من اليمين خليل موسى عليان، وأمينة عليان، وموسى محمد، ومحمد موسى، وابراهيم محمد ابراهيم اثناء الاحتفال بزفاف سعيد عليان عام 1952.",,black-and-white photographs,,still image,1952; Date created,1952,,,,,image/jpeg,3334.0,4233.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/91703_ca_object_representations_media_150742_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/50317_ca_object_representations_media_150742_original.jpg,https://palarchive.org/index.php/Detail/objects/183276/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:58,6 September 2022 at 12:15:37,"A black-and-white photograph of Ali Musa ʿLayan's family, right to left, Khalil Musa ʿLayan, Umneyah ʿLayan, Musa Muhammad, Muhammad Musa, and Ibrahim Muhammad Ibrahim, at Saʿid ʿLayan's wedding, 1952.",صورة غير ملونة، يظهر فيها من اليمين خليل موسى عليان، وأمينة عليان، وموسى محمد، ومحمد موسى، وابراهيم محمد ابراهيم اثناء الاحتفال بزفاف سعيد عليان عام 1952.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5v19wpm/manifest
ark:/13030/m5zt0ndk,ark:/21198/z1z667mw,,Work,241.0,0241.01.0032,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,عائلة علي موسى عليان,A Photograph of Ali Musa ʿLayan's Family,"A black-and-white photograph of Ali Musa ʿLayan's family, right to left, Ibrahim Muhammad ʿLayan, journalist Abu Aziz (Ali Musa ʿLayan's brother), and Musa ʿLayan', in Beit Safafa.|~|صورة غير ملونة، يظهر فيها من اليمين علي موىسى عليان وبجانبه ابراهيم محمد عليان، والصحفي وابو عزيز شقيق علي عليان واقصى اليسار موسى عليان في قرية بيت صفافا",,black-and-white photographs,,still image,1962,1962,,,,,image/jpeg,3296.0,4301.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/26992_ca_object_representations_media_150743_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/22074_ca_object_representations_media_150743_original.jpg,https://palarchive.org/index.php/Detail/objects/183277/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:58,6 September 2022 at 12:15:37,"A black-and-white photograph of Ali Musa ʿLayan's family, right to left, Ibrahim Muhammad ʿLayan, journalist Abu Aziz (Ali Musa ʿLayan's brother), and Musa ʿLayan', in Beit Safafa.",صورة غير ملونة، يظهر فيها من اليمين علي موىسى عليان وبجانبه ابراهيم محمد عليان، والصحفي وابو عزيز شقيق علي عليان واقصى اليسار موسى عليان في قرية بيت صفافا,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5zt0ndk/manifest
ark:/13030/m50s7f8x,ark:/21198/z1z667mw,,Work,241.0,0241.01.0033,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,موسى عليان,A Photograph of Musa ʿLayan,A black-and-white photograph of Musa ʿLayan.|~|.صورة غير ملونة، يظهر فيها موسى عليان جد العائلة,,black-and-white photographs,,still image,1952; Date created,1952,,,,,image/jpeg,6702.0,4306.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/10921_ca_object_representations_media_150744_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/62622_ca_object_representations_media_150744_original.jpg,https://palarchive.org/index.php/Detail/objects/183278/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:58,6 September 2022 at 12:15:37,A black-and-white photograph of Musa ʿLayan.,.صورة غير ملونة، يظهر فيها موسى عليان جد العائلة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm50s7f8x/manifest
ark:/13030/m5xt3m9n,ark:/21198/z1z667mw,,Work,241.0,0241.01.0034,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,صورة جماعية لعائلة عليان,A Photograph of ʿLayan Family,"A black-and-white photograph of, right to left, Ali Musa ʿLayan, Muhammad Musa ʿLayan, Khalil ʿLayan, Saʿid ʿLayan, and Ibrahim ʿLayan in front of the Young Men's Chrisitan Association, 1952.|~|صورة غير ملونة، يظهر فيها من اليمين علي موسى عليان، ومحمد موسى عليان،وخليل عليان، وسعيد عليان، وابراهيم عليان امام جمعية الشبان المسيحيين عام 1952",,black-and-white photographs,,still image,1952; Date created,1952,,,,,image/jpeg,4380.0,6734.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/56805_ca_object_representations_media_150745_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/44680_ca_object_representations_media_150745_original.jpg,https://palarchive.org/index.php/Detail/objects/183279/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:58,6 September 2022 at 12:15:37,"A black-and-white photograph of, right to left, Ali Musa ʿLayan, Muhammad Musa ʿLayan, Khalil ʿLayan, Saʿid ʿLayan, and Ibrahim ʿLayan in front of the Young Men's Chrisitan Association, 1952.",صورة غير ملونة، يظهر فيها من اليمين علي موسى عليان، ومحمد موسى عليان،وخليل عليان، وسعيد عليان، وابراهيم عليان امام جمعية الشبان المسيحيين عام 1952,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5xt3m9n/manifest
ark:/13030/m54f9gkx,ark:/21198/z1z667mw,,Work,241.0,0241.01.0035,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,محمد حسن عليان وسميح حسن عليان,A Photograph of Muhammad Hasan ʿLayan and Samih Hasan ʿLayan,"A colour photograph of Muhammad Hasan ʿLayan and Samih Hasan ʿLayan, 1975.|~|صورة ملونة، يظهر فيها محمد حسن عليان وسميح حسن عليان عام 1975",,color photographs,,still image,1975; Date created,1975,,,,,image/jpeg,2198.0,3026.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/83925_ca_object_representations_media_150747_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/1964_ca_object_representations_media_150747_original.jpg,https://palarchive.org/index.php/Detail/objects/183280/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:58,6 September 2022 at 12:15:37,"A colour photograph of Muhammad Hasan ʿLayan and Samih Hasan ʿLayan, 1975.",صورة ملونة، يظهر فيها محمد حسن عليان وسميح حسن عليان عام 1975,color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm54f9gkx/manifest
ark:/13030/m5mh5fbw,ark:/21198/z1z667mw,,Work,241.0,0241.01.0036,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,ماهر عليان، في ايطاليا,A Photograph of Maher ʿLayan in Italy,"A colour photograph of Ali Musa ʿLayan's son Maher ʿLayan in Italy, 1998.|~|صورة ملونة، يظهر فيها ماهر عليان إبن علي موسى عليان في إيطاليا عام 1998",,color photographs,,still image,1998; Date created,1998,,,,,image/jpeg,2527.0,3686.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/72567_ca_object_representations_media_150748_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/32920_ca_object_representations_media_150748_original.jpg,https://palarchive.org/index.php/Detail/objects/183281/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:58,6 September 2022 at 12:15:37,"A colour photograph of Ali Musa ʿLayan's son Maher ʿLayan in Italy, 1998.",صورة ملونة، يظهر فيها ماهر عليان إبن علي موسى عليان في إيطاليا عام 1998,color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5mh5fbw/manifest
ark:/13030/m5ds0mbz,ark:/21198/z1z667mw,,Work,241.0,0241.01.0037,The Ali Mousa Alyan Collection,Ali Mousa Alyan Sub-collection 1: Photographs,صورة جماعية لعائلة علي موسى عليان,A Photograph of Ali Musa ʿLayan's Family,"A colour photograph of Ibtisam and her husband Muhammad Musa ʿLayan, Ali Musa ʿLayan, and Maher ʿLayan, 1998.|~|صورة ملونة، تظهر فيها ابتسام وزوجها محمد موسى عليان، وعلي موسى عليان، وماهر عليان عام 1998",,color photographs,,still image,1998; Date created,1998,,,,,image/jpeg,2530.0,3702.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/4298_ca_object_representations_media_150749_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/7/79474_ca_object_representations_media_150749_original.jpg,https://palarchive.org/index.php/Detail/objects/183282/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,Ali Mousa Alyan Sub-collection 1: Photographs | The Ali Mousa Alyan Collection,30 September 2019 at 13:34:58,6 September 2022 at 12:15:37,"A colour photograph of Ibtisam and her husband Muhammad Musa ʿLayan, Ali Musa ʿLayan, and Maher ʿLayan, 1998.",صورة ملونة، تظهر فيها ابتسام وزوجها محمد موسى عليان، وعلي موسى عليان، وماهر عليان عام 1998,color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5ds0mbz/manifest
