Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/13030/m5wm90qg,ark:/21198/z14j60rs,,Work,102.0,0102.01.0035|~|86747,Intimate Terrains Exhibition Collection,,منطقة محرمة 1,No Man’s Land 1,Digital printing.|~|طباعة رقمية,,paintings,,still image,2015; Date created,2015.0,,,,,,,,,,https://palarchive.org/index.php/Detail/objects/86747/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:45,21 November 2020 at 10:54:47,Digital printing.,طباعة رقمية,paintings,,,
ark:/13030/m5hb6rfp,ark:/21198/z14j60rs,,Work,102.0,0102.01.0036|~|86748,Intimate Terrains Exhibition Collection,,منطقة محرمة 2,No Man’s Land 2,Digital printing.|~|طباعة رقمية.,,paintings,,still image,2015; Date created,2015.0,,,,,,,,,,https://palarchive.org/index.php/Detail/objects/86748/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:45,21 November 2020 at 10:54:47,Digital printing.,طباعة رقمية.,paintings,,,
ark:/13030/m5pw45m6,ark:/21198/z14j60rs,,Work,102.0,0102.01.0037|~|86749,Intimate Terrains Exhibition Collection,,منطقة محرمة 3,No Man’s Land 3,Digital printing.|~|طباعة رقمية.,,paintings,,still image,2015; Date created,2015.0,,,,,,,,,,https://palarchive.org/index.php/Detail/objects/86749/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:46,21 November 2020 at 10:54:47,Digital printing.,طباعة رقمية.,paintings,,,
ark:/13030/m50d2g1h,ark:/21198/z14j60rs,,Work,102.0,0102.01.0038|~|86750,Intimate Terrains Exhibition Collection,,بلا عنوان 4,Untitled 4,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,2007; Date created,2007.0,,,,,,,,,,https://palarchive.org/index.php/Detail/objects/86750/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:46,21 November 2020 at 10:54:47,Digital printing.,طباعة رقمية.,color photographs,,,C Series  | C Series
ark:/13030/m58q3kt1,ark:/21198/z14j60rs,,Work,102.0,0102.01.0039|~|86751,Intimate Terrains Exhibition Collection,,بلا عنوان 4 ب,Untitled 4B,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,2007; Date created,2007.0,,,,,,,,,,https://palarchive.org/index.php/Detail/objects/86751/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:46,21 November 2020 at 10:54:47,Digital printing.,طباعة رقمية.,color photographs,,,C Series  | C Series
ark:/13030/m5qw16rk,ark:/21198/z14j60rs,,Work,102.0,0102.01.0040|~|86752,Intimate Terrains Exhibition Collection,,بلا عنوان 5,Untitled 5,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,2007; Date created,2007.0,,,,,,,,,,https://palarchive.org/index.php/Detail/objects/86752/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:46,21 November 2020 at 10:54:47,Digital printing.,طباعة رقمية.,color photographs,,,D Series  | D Series
ark:/13030/m5k43dx7,ark:/21198/z14j60rs,,Work,102.0,0102.01.0041|~|86753,Intimate Terrains Exhibition Collection,,بلا عنوان 11,Untitled 11,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,2007; Date created,2007.0,,,,,,,,,,https://palarchive.org/index.php/Detail/objects/86753/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:47,21 November 2020 at 10:54:47,Digital printing.,طباعة رقمية.,color photographs,,,C Series  | C Series
ark:/13030/m52594g2,ark:/21198/z14j60rs,,Work,102.0,0102.01.0042|~|86754|~|7775_ca_object_representations_media_59958_original.jpg,Intimate Terrains Exhibition Collection,,القدس من جبل المشارف,Jerusalem from Mount Scopus,Backlit film printing|~|طباعة على فيلم، وصندوق مضيء.,,color photographs,,still image,2017; Date created,2017.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/24814_ca_object_representations_media_59958_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/7775_ca_object_representations_media_59958_original.jpg,https://palarchive.org/index.php/Detail/objects/86754/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:47,9 March 2021 at 11:46:33,Backlit film printing,طباعة على فيلم، وصندوق مضيء.,color photographs,,,
ark:/13030/m54z2v28,ark:/21198/z14j60rs,,Work,102.0,0102.01.0043|~|86755|~|98749_ca_object_representations_media_59959_original.jpg,Intimate Terrains Exhibition Collection,,مرج ابن عامر (#9),Marj Ibn Amer (#9),Acrylic fabric painting.|~|أكريليك على قماش.,,negatives (photographic),,still image,2015; Date created,2015.0,,,,"رأفت أسعد 2015 تم إضافة التوقيع في فترة لاحقة من رسم اللوحة، لذلك التوقيع موجود على اللوحة الموجودة بالمتحف، بينما على الصورة غير موجود.|~|Rafat Asad 2015 The signature was added a while after the painting was painted, thus, the original painting is signature-free, but the one with the signature is at the Museum.",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/85597_ca_object_representations_media_59959_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/98749_ca_object_representations_media_59959_original.jpg,https://palarchive.org/index.php/Detail/objects/86755/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:47,9 March 2021 at 11:46:33,Acrylic fabric painting.,أكريليك على قماش.,negatives (photographic),رأفت أسعد 2015 تم إضافة التوقيع في فترة لاحقة من رسم اللوحة، لذلك التوقيع موجود على اللوحة الموجودة بالمتحف، بينما على الصورة غير موجود.,"Rafat Asad 2015 The signature was added a while after the painting was painted, thus, the original painting is signature-free, but the one with the signature is at the Museum.",Marj Ibn Amer Series  | Marj Ibn Amer Series
ark:/13030/m5m40g1k,ark:/21198/z14j60rs,,Work,102.0,0102.01.0044|~|86756|~|73790_ca_object_representations_media_59960_original.jpg,Intimate Terrains Exhibition Collection,,حجر القدس,Jerusalem Stone,Oil painting on fabric.|~|زيت على قماش.,,paintings,,still image,2018; Date created,2018.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/20290_ca_object_representations_media_59960_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/73790_ca_object_representations_media_59960_original.jpg,https://palarchive.org/index.php/Detail/objects/86756/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:47,9 March 2021 at 11:46:33,Oil painting on fabric.,زيت على قماش.,paintings,,,
ark:/13030/m5xd8mzx,ark:/21198/z14j60rs,,Work,102.0,0102.01.0045|~|86757|~|77150_ca_object_representations_media_59961_original.jpg,Intimate Terrains Exhibition Collection,,بعدين,Afterwards,Mixed media textile.|~|وسائط متعددة على قماش.,,paintings,ara,still image,2008; Date created,2008.0,,,,جواد المالحي  2018|~|Jawad Al Malhi 2018,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/17328_ca_object_representations_media_59961_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/77150_ca_object_representations_media_59961_original.jpg,https://palarchive.org/index.php/Detail/objects/86757/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:47,9 March 2021 at 11:46:33,Mixed media textile.,وسائط متعددة على قماش.,paintings,جواد المالحي  2018,Jawad Al Malhi 2018,
ark:/13030/m53565pb,ark:/21198/z14j60rs,,Work,102.0,0102.01.0046|~|86758|~|69377_ca_object_representations_media_59962_original.jpg,Intimate Terrains Exhibition Collection,,عودة إلى برج بابل,Tower of Babel Re-visited,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,2008; Date created,2008.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/82523_ca_object_representations_media_59962_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/69377_ca_object_representations_media_59962_original.jpg,https://palarchive.org/index.php/Detail/objects/86758/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:48,9 March 2021 at 11:46:33,Digital printing.,طباعة رقمية.,color photographs,,,
ark:/13030/m516238b,ark:/21198/z14j60rs,,Work,102.0,0102.01.0047|~|86759|~|68899_ca_object_representations_media_59963_original.jpg,Intimate Terrains Exhibition Collection,,تشريح 1,Anatomy 1,Mixed media paper.|~|مواد متعددة على ورق.,,paintings,,still image,2012; Date created,2012.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/76475_ca_object_representations_media_59963_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/68899_ca_object_representations_media_59963_original.jpg,https://palarchive.org/index.php/Detail/objects/86759/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:48,9 March 2021 at 11:46:33,Mixed media paper.,مواد متعددة على ورق.,paintings,,,
ark:/13030/m5wf1kt3,ark:/21198/z14j60rs,,Work,102.0,0102.01.0048|~|86760|~|96822_ca_object_representations_media_59964_original.jpg,Intimate Terrains Exhibition Collection,,شرنقة,Cocoon,Mixed media paper.|~|مواد متعددة على ورق.,,paintings,,still image,2009; Date created,2009.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/42301_ca_object_representations_media_59964_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/96822_ca_object_representations_media_59964_original.jpg,https://palarchive.org/index.php/Detail/objects/86760/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:48,9 March 2021 at 11:46:33,Mixed media paper.,مواد متعددة على ورق.,paintings,,,
ark:/13030/m5rp0v47,ark:/21198/z14j60rs,,Work,102.0,0102.01.0049|~|86761|~|64885_ca_object_representations_media_59965_original.jpg,Intimate Terrains Exhibition Collection,,عروس عين الجوز,Ein al-Joz Bride,Mixed media paper.|~|مواد متعددة على ورق.,,paintings,,still image,2016; Date created,2016.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/73564_ca_object_representations_media_59965_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/64885_ca_object_representations_media_59965_original.jpg,https://palarchive.org/index.php/Detail/objects/86761/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:49,9 March 2021 at 11:46:33,Mixed media paper.,مواد متعددة على ورق.,paintings,,,
ark:/13030/m5sn7w65,ark:/21198/z14j60rs,,Work,102.0,0102.01.0050|~|86762|~|19557_ca_object_representations_media_59966_original.jpg,Intimate Terrains Exhibition Collection,,صبي أسد,Lion Boy,Mixed media paper.|~|مواد متعددة على ورق.,,paintings,,still image,2015; Date created,2015.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/9906_ca_object_representations_media_59966_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/19557_ca_object_representations_media_59966_original.jpg,https://palarchive.org/index.php/Detail/objects/86762/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:49,9 March 2021 at 11:46:33,Mixed media paper.,مواد متعددة على ورق.,paintings,,,
ark:/13030/m5zd5p7h,ark:/21198/z14j60rs,,Work,102.0,0102.01.0051|~|86763|~|31400_ca_object_representations_media_59967_original.jpg,Intimate Terrains Exhibition Collection,,ربيع عين كينيا (شلال 3),Spring at Ein Qinya (waterfall 3),Mixed media paper.|~|مواد متعددة على ورق.,,paintings,,still image,2015; Date created,2015.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/31383_ca_object_representations_media_59967_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/31400_ca_object_representations_media_59967_original.jpg,https://palarchive.org/index.php/Detail/objects/86763/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:49,9 March 2021 at 11:46:33,Mixed media paper.,مواد متعددة على ورق.,paintings,,,
ark:/13030/m5mx03fb,ark:/21198/z14j60rs,,Work,102.0,0102.01.0052|~|86764|~|68369_ca_object_representations_media_60064_original.jpg,Intimate Terrains Exhibition Collection,,سنتيمتر واحد من دموعي,One Drop of My Tears,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,1990; Date created,1990.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/49227_ca_object_representations_media_60064_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/68369_ca_object_representations_media_60064_original.jpg,https://palarchive.org/index.php/Detail/objects/86764/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:49,9 March 2021 at 11:46:33,Digital printing.,طباعة رقمية.,color photographs,,,
ark:/13030/m5h7823n,ark:/21198/z14j60rs,,Work,102.0,0102.01.0053|~|86765|~|62719_ca_object_representations_media_59968_original.jpg,Intimate Terrains Exhibition Collection,,سنتيمتر واحد من دمي,One Centimeter of My Blood,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,1999; Date created,1999.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/85701_ca_object_representations_media_59968_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/62719_ca_object_representations_media_59968_original.jpg,https://palarchive.org/index.php/Detail/objects/86765/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:49,9 March 2021 at 11:46:33,Digital printing.,طباعة رقمية.,color photographs,,,
ark:/13030/m5tn4xfw,ark:/21198/z14j60rs,,Work,102.0,0102.01.0054|~|86766|~|28157_ca_object_representations_media_59972_original.jpg,Intimate Terrains Exhibition Collection,,حبّة واحدة من ترابي,One Grain of My Soil,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,1999; Date created,1999.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/80451_ca_object_representations_media_59972_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/28157_ca_object_representations_media_59972_original.jpg,https://palarchive.org/index.php/Detail/objects/86766/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:50,9 March 2021 at 11:46:32,Digital printing.,طباعة رقمية.,color photographs,,,
ark:/13030/m5nw74h8,ark:/21198/z14j60rs,,Work,102.0,0102.01.0055|~|86767|~|50921_ca_object_representations_media_59973_original.jpg,Intimate Terrains Exhibition Collection,,سنتيمتر واحد من رملي,One Centimeter of My Sand,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,1999; Date created,1999.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/49919_ca_object_representations_media_59973_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/50921_ca_object_representations_media_59973_original.jpg,https://palarchive.org/index.php/Detail/objects/86767/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:50,9 March 2021 at 11:46:32,Digital printing.,طباعة رقمية.,color photographs,,,
ark:/13030/m5fc2p7c,ark:/21198/z14j60rs,,Work,102.0,0102.01.0056|~|86768,Intimate Terrains Exhibition Collection,,بلا عنوان,Untitled,Chalk on paper painting.|~|طباشير على ورق.,,paintings,eng,still image,1995; Date created,1995.0,,,,Samia A.Halaby|~|سامية حلبي,,,,,,https://palarchive.org/index.php/Detail/objects/86768/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:50,21 November 2020 at 10:54:47,Chalk on paper painting.,طباشير على ورق.,paintings,Samia A.Halaby,سامية حلبي,
