Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,AltTitle.other,Title,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription-NO,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title,Program,IIIF Manifest URL
ark:/13030/m5dc5sp8,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0032,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,رجل وطفله من عائلة الخطيب,A Photograph of a Man from al-Khatib Family with His Son,A black-and-white photograph showing a man from al-Khatib Family with his son in Kuwait.|~|صورة غير ملونة يظهر فيها رجل وطفله من عائلة الخطيب في الكويت.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3869.0,5285.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/25632_ca_object_representations_media_150319_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/71604_ca_object_representations_media_150319_original.jpg,https://palarchive.org/index.php/Detail/objects/183001/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:30,15 March 2022 at 14:46:56,A black-and-white photograph showing a man from al-Khatib Family with his son in Kuwait.,صورة غير ملونة يظهر فيها رجل وطفله من عائلة الخطيب في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5dc5sp8/manifest
ark:/13030/m5wj0fsn,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0033,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,أطفال من عائلة الخطيب أثناء رحلة استجمام,Kids of al-Khatib Family during a Trip,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.|~|صورة غير ملونة يظهر فيها أطفال من عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.",,black-and-white photographs,ara,still image,1 January 1965; Date created,1965-01-01,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3479.0,4980.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/87858_ca_object_representations_media_150320_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/84882_ca_object_representations_media_150320_original.jpg,https://palarchive.org/index.php/Detail/objects/183002/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:30,15 March 2022 at 14:46:57,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.",صورة غير ملونة يظهر فيها أطفال من عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5wj0fsn/manifest
ark:/13030/m5rr9q1b,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0034,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,رجال واطفال من عائلة الخطيب,A Photograph of Men and Children from al-Khatib Family,A black-and-white photograph showing two men and children from al-Khatib Family in Kuwait.|~|صورة غير ملونة يظهر فيها رجلان وأطفال من عائلة الخطيب في الكويت.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3783.0,5400.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/98350_ca_object_representations_media_150322_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/91017_ca_object_representations_media_150322_original.jpg,https://palarchive.org/index.php/Detail/objects/183003/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:30,15 March 2022 at 14:46:57,A black-and-white photograph showing two men and children from al-Khatib Family in Kuwait.,صورة غير ملونة يظهر فيها رجلان وأطفال من عائلة الخطيب في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5rr9q1b/manifest
ark:/13030/m5tf7p6x,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0035,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,عائلة الخطيب أثناء رحلة استجمام,Al-Khatib Family Members on a Trip,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.|~|صورة غير ملونة يظهر فيها مجموعة من أفراد عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.",,black-and-white photographs,ara,still image,1 January 1965; Date created,1965-01-01,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3534.0,5007.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/88635_ca_object_representations_media_150323_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/88168_ca_object_representations_media_150323_original.jpg,https://palarchive.org/index.php/Detail/objects/183004/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:30,15 March 2022 at 14:46:57,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.",صورة غير ملونة يظهر فيها مجموعة من أفراد عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5tf7p6x/manifest
ark:/13030/m55n3xjz,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0036,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,سيدة ورجل من عائلة الخطيب,A Man with a Woman from al-Khatib Family,A black-and-white photograph of a man with a woman from al-Khatib family.|~|صورة غير ملونة تظهر فيها امرأة ورجل من عائلة الخطيب.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3811.0,5400.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/2890_ca_object_representations_media_150325_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/10938_ca_object_representations_media_150325_original.jpg,https://palarchive.org/index.php/Detail/objects/183005/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:30,15 March 2022 at 14:46:58,A black-and-white photograph of a man with a woman from al-Khatib family.,صورة غير ملونة تظهر فيها امرأة ورجل من عائلة الخطيب.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm55n3xjz/manifest
ark:/13030/m5qs2nz0,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0037,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,عائلة الخطيب أثناء رحلة استجمام,Al-Khatib Family Members on a Trip; Al-Khatib Family Members on a Trip,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.|~|صورة غير ملونة يظهر فيها مجموعة من أفراد عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.",,black-and-white photographs,ara,still image,1 January 1965; Date created,1965-01-01,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3563.0,5006.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/22997_ca_object_representations_media_150326_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/73268_ca_object_representations_media_150326_original.jpg,https://palarchive.org/index.php/Detail/objects/183006/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:30,15 March 2022 at 14:46:58,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.",صورة غير ملونة يظهر فيها مجموعة من أفراد عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5qs2nz0/manifest
ark:/13030/m5x71ctv,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0038,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,رجل من عائلة الخطيب,A Man from al-Khatib Family,"A black-and-white photograph captures a member of al-Khatib family, sitting on a chair.|~|صورة غير ملونة يظهر فيها رجل من عائلة الخطيب وهو يجلس على كرسي.",,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3841.0,5341.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/73038_ca_object_representations_media_150328_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/7203_ca_object_representations_media_150328_original.jpg,https://palarchive.org/index.php/Detail/objects/183007/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:30,15 March 2022 at 14:46:58,"A black-and-white photograph captures a member of al-Khatib family, sitting on a chair.",صورة غير ملونة يظهر فيها رجل من عائلة الخطيب وهو يجلس على كرسي.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5x71ctv/manifest
ark:/13030/m58m51w1,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0039,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,عائلة الخطيب أثناء رحلة استجمام,Al-Khatib Family Members on a Trip,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.|~|صورة غير ملونة يظهر فيها مجموعة من أفراد عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.",,black-and-white photographs,ara,still image,15 April 1965; Date created,1965-04-15,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3895.0,5344.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/35503_ca_object_representations_media_150330_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/13121_ca_object_representations_media_150330_original.jpg,https://palarchive.org/index.php/Detail/objects/183008/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:30,15 March 2022 at 14:46:59,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.",صورة غير ملونة يظهر فيها مجموعة من أفراد عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm58m51w1/manifest
ark:/13030/m5np9w7g,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0040,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,احد أطفال عائلة الخطيب أثناء رحلة استجمام,Al-Khatib Family Kids on a Trip,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.|~|صورة غير ملونة يظهر فيها أحد أطفال عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.",,black-and-white photographs,ara,still image,9 November 1965; Date created,1965-11-09,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,4035.0,5369.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/15555_ca_object_representations_media_150332_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/24009_ca_object_representations_media_150332_original.jpg,https://palarchive.org/index.php/Detail/objects/183009/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:30,15 March 2022 at 14:46:59,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.",صورة غير ملونة يظهر فيها أحد أطفال عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5np9w7g/manifest
ark:/13030/m5bk947j,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0041,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,أطفال من عائلة الخطيب,Al-Khatib Family Kids,"A black-and-white photograph of kids from al-Khatib family, sitting down on chairs.|~|صورة غير ملونة يظهر فيها اطفال من عائلة الخطيب يجلسون على أحد المقاعد.",,black-and-white photographs,ara,still image,,,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3897.0,5396.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/98219_ca_object_representations_media_150334_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/80966_ca_object_representations_media_150334_original.jpg,https://palarchive.org/index.php/Detail/objects/183010/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:30,15 March 2022 at 14:46:59,"A black-and-white photograph of kids from al-Khatib family, sitting down on chairs.",صورة غير ملونة يظهر فيها اطفال من عائلة الخطيب يجلسون على أحد المقاعد.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5bk947j/manifest
ark:/13030/m5mx082g,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0042,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,فتى من عائلة الخطيب على شاطئ البحر,A Kid from al-Khatib Family on the Beach,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.|~|صورة غير ملونة يظهر فيها أحد الفتيان من عائلة الخطيب يقف على شاطئ البحر في منطقة المنقف الساحلية في محافظة الأحمدي في الكويت.",,black-and-white photographs,ara,still image,9 November 1966; Date created,1966-11-09,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5288.0,3839.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/53133_ca_object_representations_media_150336_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/64234_ca_object_representations_media_150336_original.jpg,https://palarchive.org/index.php/Detail/objects/183011/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:30,15 March 2022 at 14:47,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.",صورة غير ملونة يظهر فيها أحد الفتيان من عائلة الخطيب يقف على شاطئ البحر في منطقة المنقف الساحلية في محافظة الأحمدي في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5mx082g/manifest
ark:/13030/m57m80rn,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0043,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,هداية الخطيب,Hedaya al-Khatib,"Taken in her house, this black-and-white photograph captures Hedaya al-Khatib on her balcony in Kuwait.|~|صورة غير ملونة تظهر فيها هداية الخطيب تجلس على مقعد في شرفة منزلها في الكويت.",,black-and-white photographs,ara,still image,23 July 1966; Date created,1966-07-23,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3922.0,5344.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/94083_ca_object_representations_media_150338_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/71890_ca_object_representations_media_150338_original.jpg,https://palarchive.org/index.php/Detail/objects/183012/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:31,15 March 2022 at 14:47,"Taken in her house, this black-and-white photograph captures Hedaya al-Khatib on her balcony in Kuwait.",صورة غير ملونة تظهر فيها هداية الخطيب تجلس على مقعد في شرفة منزلها في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm57m80rn/manifest
ark:/13030/m56t8cj8,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0044,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,سمير الخطيب في مرحلة الطفولة,Samir al-Khatib as a Child,"A black-and-white photograph of Samir al-Khatib as a child, with his family members in Kuwait.|~|صورة غير ملونة يظهر فيها سمير الخطيب أثناء مرحلة الطفولة خلال تواجده مع عائلته في الكويت.",,black-and-white photographs,ara,still image,18 January 1967; Date created,1967-01-18,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5313.0,3841.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/21698_ca_object_representations_media_150340_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/46651_ca_object_representations_media_150340_original.jpg,https://palarchive.org/index.php/Detail/objects/183013/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:31,15 March 2022 at 14:47,"A black-and-white photograph of Samir al-Khatib as a child, with his family members in Kuwait.",صورة غير ملونة يظهر فيها سمير الخطيب أثناء مرحلة الطفولة خلال تواجده مع عائلته في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm56t8cj8/manifest
ark:/13030/m5kx36vs,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0045,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,طفل من عائلة الخطيب أثناء رحلة استجمام,A Kid of al-Khatib Family on Vacation,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.|~|صورة غير ملونة يظهر فيها طفل من عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.",,black-and-white photographs,ara,still image,15 April 1965; Date created,1965-04-15,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3869.0,5369.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/69013_ca_object_representations_media_150342_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/23414_ca_object_representations_media_150342_original.jpg,https://palarchive.org/index.php/Detail/objects/183014/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:31,15 March 2022 at 14:47:01,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.",صورة غير ملونة يظهر فيها طفل من عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5kx36vs/manifest
ark:/13030/m5104v4b,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0046,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,سيدات واطفال من عائلة الخطيب أثناء رحلة استجمام,Women and Kids of al-Khatib Family on Vacation,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.|~|صورة غير ملونة يظهر فيها سيدات وأطفال من عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.",,black-and-white photographs,ara,still image,15 April 1965; Date created,1965-04-15,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3869.0,5341.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/22315_ca_object_representations_media_150344_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/40544_ca_object_representations_media_150344_original.jpg,https://palarchive.org/index.php/Detail/objects/183015/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:31,15 March 2022 at 14:47:01,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.",صورة غير ملونة يظهر فيها سيدات وأطفال من عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5104v4b/manifest
ark:/13030/m5k43kf1,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0047,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,سيدات واطفال من عائلة الخطيب أثناء رحلة استجمام,Women and Kids of al-Khatib Family on Vacation,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.|~|صورة غير ملونة يظهر فيها سيدات وأطفال من عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.",,black-and-white photographs,ara,still image,15 April 1965; Date created,1965-04-15,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3839.0,5372.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/53281_ca_object_representations_media_150346_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/83613_ca_object_representations_media_150346_original.jpg,https://palarchive.org/index.php/Detail/objects/183016/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:31,15 March 2022 at 14:47:01,"A black-and-white photograph captures a group of al-Khatib family children, taken during a trip to Mangaf in al-Ahmady city, Kuwait.",صورة غير ملونة يظهر فيها سيدات وأطفال من عائلة الخطيب خلال رحلة استجمام في منطقة المنقف الساحلية في محافظة الاحمدي بالكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5k43kf1/manifest
ark:/13030/m5bd1qb5,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0048,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,رابعة الخطيب وأطفالها صفاء ومحمد,"Rabeʿa al-Khatib with Her Kids, Ṣafaʾ and Muhammad","Taken in Kuwait, this is a black-and-white photograph of Rabeʿa al-Khatib carrying her kids, Ṣafaʾ and Muhammad.|~|صورة غير ملونة تظهر فيها رابعة الخطيب تحمل أطفالها صفاء ومحمد، أثناء اقامتهم في الكويت.",,black-and-white photographs,ara,still image,14 July 1966; Date created,1966-07-14,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3908.0,5391.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/93334_ca_object_representations_media_150348_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/74491_ca_object_representations_media_150348_original.jpg,https://palarchive.org/index.php/Detail/objects/183017/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:31,15 March 2022 at 14:47:02,"Taken in Kuwait, this is a black-and-white photograph of Rabeʿa al-Khatib carrying her kids, Ṣafaʾ and Muhammad.",صورة غير ملونة تظهر فيها رابعة الخطيب تحمل أطفالها صفاء ومحمد، أثناء اقامتهم في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5bd1qb5/manifest
ark:/13030/m57h99cs,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0049,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,احد أطفال عائلة الخطيب,A Kid from al-Khatib Family,A black-and-white photograph captures kids of al-Khatib family. standing in the streets of Kuwait.|~|صورة غير ملونة يظهر فيها احد أطفال عائلة الخطيب يقف في احد شوارع المدن الكويتية.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3908.0,5335.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/52946_ca_object_representations_media_150350_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/87913_ca_object_representations_media_150350_original.jpg,https://palarchive.org/index.php/Detail/objects/183018/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:31,15 March 2022 at 14:47:02,A black-and-white photograph captures kids of al-Khatib family. standing in the streets of Kuwait.,صورة غير ملونة يظهر فيها احد أطفال عائلة الخطيب يقف في احد شوارع المدن الكويتية.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm57h99cs/manifest
